,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points
480,Arabica,racafe & cia s.c.a,Colombia,,3-37-0278,bachue,3-37-0278,racafe & cia s.c.a,,huila,La Plata,7.75,7.5,7.5,7.42,8,7.75,10,10,10,7.17,83.08
481,Arabica,ipanema coffees,Brazil,capoeirinha,261/15,dry mill,002/1660/0049,ipanema coffees,905,south of minas,Ipanema Agricola,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58,83.08
482,Arabica,ipanema coffees,Brazil,rio verde,,ipanema comercial e exportadora sa,002/4177/0164,ipanema coffees,1,south of minas,Ipanema Agrícola SA,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,7.92,83.08
483,Arabica,"lin, che-hao krude 林哲豪",Taiwan,kan tou mountain coffee 崁頭山咖啡館,,kan tou mountain coffee 崁頭山咖啡館,Taiwan,taiwan coffee laboratory,700-800m,"dongshan dist., tainan city 臺南市東山區",Tseng ju feng / Kuo jun hong 曾如楓 / 郭俊宏,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,7.75,83.08
484,Arabica,bourbon specialty coffees,Brazil,,,,002/4542/0477,bourbon specialty coffees,,chapadão de ferro (cerrado mineiro),,7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,83.08
485,Arabica,ipanema coffees,Brazil,rio verde,,ipanema coffees,002/1660/0064,ipanema coffees,1200,south of minas,Ipanema Agrícola SA,7.58,7.83,7.67,7.42,7.42,7.5,10,10,10,7.67,83.08
486,Arabica,eric thormaehlen,Costa Rica,various,,coricafe sa,05-0048-0171,coricafe s.a.,1200-1400,central valley,VARIOS,7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,7.5,83.08
487,Arabica,eileen koyanagi,United States (Hawaii),,,,KP011714,kona pacific farmers cooperative,,kona,,7.33,7.75,7.58,7.33,7.83,7.67,10,10,10,7.58,83.08
488,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,alishan zou zhu yuan 阿里山鄒築園,,alishan zou zhu yuan 阿里山鄒築園,,blossom valley宸嶧國際,1300 m,chiayi alishan 嘉義縣阿里山鄉,Fang zheng lun 方政倫,7.75,7.75,7.5,7.5,7.5,7.5,10,10,10,7.58,83.08
489,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,K131353,kona pacific farmers cooperative,,kona,,7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,7.5,83.08
490,Arabica,maria luisa del carmen rojas narvaez,Mexico,santa maria,,,1405830166,finca las nubes,1400,santa catarina juquila,MARIA LUISA DEL CARMEN ROJAS NARVAEZ,7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,7.5,83.08
491,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,220454,kona pacific farmers cooperative,,kona,,7.67,7.58,7.5,7.67,7.92,8,9.33,9.33,10,08.08,83.08
492,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,2135403,cqi,,kona,,7.33,7.58,7.58,7.92,7.67,7.58,10,10,10,7.42,83.08
493,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-2781,,de 1.600 a 1.950 msn,huila,"Grupo Monserrate, La Plata",7.33,7.33,7.33,7.58,7.25,08.08,10,10,10,8.17,83.08
494,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora bonanza - armenia quindioa,3-68-0129,,1880 msnm,cauca,,7.83,7.75,7.33,7.25,7.42,7.92,10,10,10,7.58,83.08
495,Arabica,specialty coffee association of indonesia,Indonesia,lintong nihuta,,pt. menacom,,,1300-1400m,dolok sanggul,PT. MENACOM,7.67,7.58,7.5,7.58,7.67,7.58,10,10,10,7.5,83.08
496,Arabica,chris finch,Guatemala,,,,11/851/0022,,,,,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10,10,7.75,83.08
497,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,020/17,dry mill,002/1660/0080,ipanema coffees,890,south of minas,Ipanema Agricola S.A,7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,7.5,83
498,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,007/16A,dry mill,002/1660/0105,ipanema coffees,894,south of minas,Ipanema Agricola,7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,7.58,83
499,Arabica,ipanema coffees,Brazil,capoeirinha,007/16F,dry mill,002/1660/0105,ipanema coffees,872,south of minas,Ipanema Agricola,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58,83
500,Arabica,ucfa,Uganda,isule farmers group,201501,ibero,C201501,ucfa,1473,"kasese, mt. rwenzori",Xavier Baluku,7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,7.58,83
501,Arabica,ucfa,Uganda,ibanda farmers group,201502,ibero,C201502,ucfa,1645,"kasese, mt. rwenzori",Emmanuel Munaaba,7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,7.67,83
502,Arabica,carcafe ltda ci,Colombia,,3-59-1773,neiva,3-59-1773,carcafe ltda,442,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,7.58,83
503,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,,apollo estate,,"sunvirtue co., ltd.",1550,vietnam cau dat,"Yeh, Li Chuan.",7.75,7.67,7.58,7.58,7.42,7.67,9.33,10,10,8,83
504,Arabica,juan luis alvarado romero,Guatemala,el chile,,la conquista,11-973-94,mercon guatemala s.a.,1300 a 1800 metros sobre el nivel del mar,nuevo oriente,OVIDIO CARDONA,7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,7.42,83
505,Arabica,juan luis alvarado romero,Guatemala,nueva granada,,tradicional,11/326/19,"agricola nueva granada, s.a.",4500 pies,"el tumbador, san marcos","Agricola Nueva Granada, S. A.",7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,83
506,Arabica,juan luis alvarado romero,Guatemala,finca medina,,beneficio siembras vision (154),11/11711/38,"siembras vision, s.a.",1500msnm,antigua,FINCA MEDINA,7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,7.33,83
507,Arabica,irene alves santos,Brazil,fazenda santo antonio,,dry,651,atlantica eportacao e importcao ltda,900-1100,high mogiana,João Alves Toledo,7.67,7.67,7.67,7.5,7.42,7.5,10,10,10,7.58,83
508,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,雅慕伊,,雅慕伊,Taiwan台灣,宸嶧國際,1200,嘉義阿里山,雅慕伊,7.92,7.92,7.83,7.58,7.33,7.25,10,10,10,7.17,83
509,Arabica,star cafe ltd,Uganda,kabeywa county,,kucofa farmers group,0,star cafe ltd,1800,kapchorwa,Kucofa farmers group,7.83,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5,83
510,Arabica,german negron,United States (Puerto Rico),hacienda caracolillo,,hacienda alto grande,,"hacienda alto grande, llc.",2800 ft,yauco region,Hacienda Alto Grande,7.67,7.5,7.67,7.83,7.75,7.83,10,10,9.33,7.42,83
511,Arabica,juan luis alvarado romero,Guatemala,grupo medina (pequeños productores),,beneficio siembras vision (154),11-11711-86 (SV),"siembras vision, s.a.",1500 msnm,antigua,GRUPO MEDINA,7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42,83
512,Arabica,eric thormaehlen,Costa Rica,several,,several,5-0048-0022,coricafe s.a.,1100-1300,central valley,CORICAFE BLEND,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7.67,83
513,Arabica,jacques pereira carneiro,Brazil,sertao farm,,cocarive,002/1352/0077,exportadora de cafés carmo de minas ltda,1250,sul de minas,NAZARETH DIAS PEREIRA,7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,7.5,83
514,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0281,racafe & cia s.c.a,1600 - 1950 msnm,huila,La Plata,7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,8.25,83
515,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0248,exportadora de cafe condor s.a,1750 msnm,huila,,7.83,7.5,7.58,7.33,7.5,7.67,10,10,10,7.58,83
516,Arabica,carcafe ltda ci,Colombia,,,neiva,3-59-1150,carcafe ltda,1000 msnm,pitalito,COFFEE COMPANY / CAFECOL,7.33,7.67,7.75,7.42,7.75,7.58,10,10,10,7.5,83
517,Arabica,carcafe ltda ci,Colombia,,,neiva,3-59-1327,carcafe ltda,1000 msnm,pitalito,ORLANDO ORTOZ / HIPOLITO TORRES,7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,7.58,83
518,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0021,c.i.racafe & cia s.c.a,de 1600 a 1950 msnm,huila,LA PLATA,7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,7.67,83
519,Arabica,rosa aurora falcon fernandez,Mexico,vegas,,"coatepec, ver",1104362909,,750,coatepec,GONZALO RIVERO PUERTO,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58,83
520,Arabica,santiago solis ayerdi,Mexico,finca la estancia,,"atoyac de alvarez, guerrero",1302911347,finca la estancia,1200,atoyac de alvarez,SANTIAGO SOLIS AYERDI,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,7.83,83
521,Arabica,alfredo bojalil,Mexico,las lomas,,,2222,ecomtrading,1200,coatepec,FRANCO COLORADO DOMINGUEZ,7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,7.67,83
522,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,,exportadora de cafe condor s.a,,,Exportadora Condor,7.67,7.58,7.5,7.5,7.75,7.5,10,10,10,7.5,83
523,Arabica,exportadora de cafe condor s.a,Colombia,various,,trilladora boananza,3-68-0124,exportadora de cafe condor s.a,1500-1750 msnm,huila,varios,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,7.58,83
524,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora bonanza - armenia quindioa,3-68-0141,exportadora de cafe condor s.a,1750 msnm,huila,,7.67,7.58,7.58,7.58,7.67,7.42,10,10,10,7.5,83
525,Arabica,juan luis alvarado romero,Guatemala,la igualdad,,beneficio la igualdad,11/194/07,"nuevos mercados, s.a.",4500,"la reforma, san marcos","NUEVOS MERCADOS, S.A.",7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,83
526,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0170,c.i.racafe & cia s.c.a,1600 - 1950 msnm,la plata,LA PLATA,7.67,7.67,7.58,7.5,7.67,7.42,10,10,10,7.5,83
527,Arabica,doi tung development project,Thailand,doi tung development project,,,,,,,,7.33,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,83
528,Arabica,racafe & cia s.c.a,Colombia,,,popayán,3-37,,1050 - 1850 msnm,cauca,,7.33,7.67,7.58,7.33,7.58,7.92,10,10,10,7.58,83
529,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,HDOA #210391,,,,,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,08.08,83
530,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,HDOA #210363,,,,,7.5,7.58,7.42,7.58,7.58,7.67,10,10,10,7.67,83
531,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0140,,1800 msnm,huila,varios,7.5,7.58,7.67,7.67,7.58,7.58,10,10,10,7.42,83
532,Arabica,grounds for health admin,Nicaragua,santa rosa,,beneficio atlantic sebaco,1-053-0222,,,matagalpa,Juan AugustinPalacio,7.58,7.83,7.75,7.92,7.92,08.08,9.33,9.33,9.33,7.92,83
533,Arabica,doi tung development project,Thailand,doi tung development project,,,,,,,Doi Tung Development Project,7.5,7.25,7.42,7.75,8.17,7.5,10,10,10,7.42,83
534,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,020/17,dry mill,002/1660/0080,ipanema coffees,890,south of minas,Ipanema Agricola S.A,7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,7.5,82.92
535,Arabica,consejo salvadoreño del café,El Salvador,santa josefita,1-198,beneficio cuzcachapa,09-030-273,soc. coop. cuzcachapa de r.l.,1350,apaneca,"Balcanes Coffee Estates, S.A. de C.V.",7.5,7.5,7.75,7.58,7.92,7.83,10,10,9.33,7.5,82.92
536,Arabica,racafe & cia s.c.a,Colombia,,3-37-4468,bogota,3-37-4468,racafe & cia s.c.a,1500,guayata,,7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,7.58,82.92
537,Arabica,"lin, che-hao krude 林哲豪",Taiwan,shi fang yuan 十方源,2016 Tainan Coffee Cupping Event Micro Lot 臺南市咖啡評鑑批次,shi fang yuan 十方源,Taiwan,taiwan coffee laboratory,350,"dongshan dist., tainan city 臺南市東山區",Wang Chao Yung 王超永,7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,7.75,82.92
538,Arabica,cqi taiwan icp cqi台灣合作夥伴,Ethiopia,-,none,,010/0357/0085,belayneh kindie,2000,"blida,kercha,guji,oromia",-,7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,7.58,82.92
539,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,佐佑品咖啡莊園,,誼鎂有限公司,123,宸嶧國際,775,台東太麻里,許文郎,7.5,7.58,7.67,7.33,7.5,7.75,10,10,10,7.58,82.92
540,Arabica,renee a. perrine,Philippines,kalugmanan agri development corp.,,kalugmanan agri development corp.,444,hineleban foundation,1200 masl,"bukidnon, mindanao, philppines",Hineleban Foundation,7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,7.5,82.92
541,Arabica,zarah zamora perez,Philippines,"several, bukidnon, mindanao, philippines",,ephemera traders,,ephemera traders,1600 + meters above sea level,asia pacific,Ephemera Traders,08.08,7.5,7.67,7.42,7.33,7.5,10,10,10,7.42,82.92
542,Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,pinzoneno,,la yerba,4,productos y servicios chilindron s.a. de c.v.,1059,cuarenteño,Catalina Rodriguez Mayorga,7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,7.58,82.92
543,Arabica,andrew bowman,Mexico,fiech (mixed producers),,n/a,16,"tony's coffee and teas, inc.",1300 meters,chiapas,FIECH,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,82.92
544,Arabica,expocaccer coop dos cafeic do cerrado ltda,Brazil,fazenda pantano,,,999,expocaccer,11000 metros,cerrado,GERSON NAIMEG,07.08,7.5,7.5,7.83,7.75,7.67,10,10,10,7.58,82.92
545,Arabica,kawacom uganda ltd,Uganda,sipi organic coffee project,,kawacom,0,kawacom uganda ltd,1400-1900,eastern,Sipi organic coffee project,8,7.5,7.5,7.58,7.33,7.42,10,10,10,7.58,82.92
546,Arabica,nyapea coffee farmers association,Uganda,nyapea coffee farmers,,nyapea,0,nyapea coffee farmers association,1400,west nile,Nyapea coffee farmers association,7.75,7.58,7.58,7.5,7.5,7.5,10,10,10,7.5,82.92
547,Arabica,juan luis alvarado romero,Guatemala,finca medina,,beneficio siembras vision (154),11-11711-27,"siembras vision, s.a.",1500 msnm,antigua,"SIEMBRAS VISION, S.A.",7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,7.5,82.92
548,Arabica,juan luis alvarado romero,Guatemala,finca medina,,beneficio siembras vision (154),11-11711-84 (S.V.S.A),"siembras vision, s.a.",1500 msnm,antigua,"SIEMBRAS VISIÓN, S.A.",7.67,7.83,7.42,7.5,7.33,7.5,10,10,10,7.67,82.92
549,Arabica,rob tuttle,Guatemala,,,,11-049-0093,thrive farmers,,,,7.58,7.58,7.25,7.58,7.58,7.58,10,10,10,7.75,82.92
550,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-2864,racafe & cia s.c.a,1800 - 2000,huila,,7.58,7.5,7.75,7.33,7.58,7.58,10,10,10,7.58,82.92
551,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0145,exportadora de cafe condor s.a,1750 msnm,huila,,7.75,7.5,7.25,7.5,7.75,7.5,10,10,10,7.67,82.92
552,Arabica,juan luis alvarado romero,Guatemala,finca los cerros y anexos,,beneficio exportacafe agua santa,11-52-492,exportcafe,5440-5760 metros,huehuetenango,OTTONIEL VILLATORO LOPEZ,7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,7.5,82.92
553,Arabica,olam agro colombia,Colombia,,,trilladora europa,3-259.0267,olam international ltd,1450,antioquia,,7.83,7.67,7.42,7.42,7.5,7.58,10,10,10,7.5,82.92
554,Arabica,maria guadalupe gomez anzo,Mexico,el regalito,,el regalito,0,,1248,petatlan,MARIA GUADALUPE GOMEZ ANZO,7.58,7.58,7.33,7.25,7.58,7.75,10,10,10,7.83,82.92
555,Arabica,royal base corporation,Vietnam,"apollo co., ltd.",,"apollo co., ltd.",,royal base corporation,1040m,don duong,"Apollo Co., Ltd.",7.67,7.33,7.17,7.58,08.08,7.42,10,10,10,7.67,82.92
556,Arabica,veronica lopez castillejos,Mexico,el jabali,,comunidad la cumbre,1489,union de ejidos san fernando de ri,1400 m,la cumbre,WERCLEIN HERNANDEZ SERRANO ID.-1506728641,8,7.92,7.67,7.17,7.67,7.42,9.33,10,10,7.75,82.92
557,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,2200301,cqi,,kona,,7.5,7.5,7.5,7.42,7.67,7.83,10,10,10,7.5,82.92
558,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-2759,,1050 - 1850 msnm,cauca,,7.5,7.75,7.33,7.75,07.08,7.83,10,10,10,7.67,82.92
559,Arabica,doi tung development project,Thailand,doi tung development project,,,,,,,Doi Tung Development Project,7.42,7.58,7.5,7.17,7.5,8,10,10,10,7.75,82.92
560,Arabica,jungle estate,Kenya,jungle estate,01NG011,nkg mills,,keremara limited,1754,nyeri,KEREMARA LIMITED,7.75,7.58,7.42,7.58,7.5,7.5,10,10,10,7.5,82.83
561,Arabica,juan luis alvarado romero,Guatemala,piamonte,11/23/0513,beneficio ixchel,11/23/0513,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,7.58,82.83
562,Arabica,ipanema coffees,Brazil,capoeirinha,259/15,dry mill,002/1660/0047,ipanema coffees,905,south of minas,Ipanema Agricola,7.67,7.58,7.58,7.5,7.5,7.42,10,10,10,7.58,82.83
563,Arabica,consejo salvadoreño del café,El Salvador,el barbaro,1,santa adelaida,09-0488-1,consejo salvadoreño del café,1250,"el balsamo, quezaltepec","El Barbaro, S.A. de C.V.",7.33,7.67,7.67,7.83,7.33,7.67,10,10,10,7.33,82.83
564,Arabica,samuel muhirwa,Rwanda,gicumbi,102,coffee business center (cbc) dry mill,,bufcoffee ltd,1900,gicumbi,Bufcoffee_Gicumbi,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8,82.83
565,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,,apollo estate,,"sunvirtue co., ltd.",1040,vietnam tutra,"Yeh, Li Chuan",7.25,7.58,7.5,7.42,7.75,7.42,10,10,10,7.92,82.83
566,Arabica,juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,11/23/0578,"unex guatemala, s.a.",4000psn,oriente,AMILCAR LAPOLA,7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,7.5,82.83
567,Arabica,cafebras,Brazil,santa fé 2,,via seca,002/1495/0695,cafebras comercio de cafés do brasil sa,900,cerrado,Antonio Batista Francisquine,7.58,7.83,7.33,7.67,7.42,7.33,10,10,10,7.67,82.83
568,Arabica,essencecoffee,Colombia,,,,3015388,essence coffee,1200-2000m,huila,Mercedes Narvaez,7.83,7.67,7.5,7.58,7.5,7.67,10,10,10,07.08,82.83
569,Arabica,joshua marsceau,United States,"kampung keling, jumaraj, gurusinga, gongsol",,pt. olam indonesia,015/1691/065,olam specialty coffee,1200 m,berastagi,PT. Olam Indonesia,7.42,7.58,7.25,7.5,7.75,7.75,10,10,10,7.58,82.83
570,Arabica,juan luis alvarado romero,Guatemala,finca medina,,beneficio siembras vision (154),11-11711-27,"siembras vision, s.a.",1500 msnm,antigua,"SIEMBRAS VISIÓN, S.A.",7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,7.5,82.83
571,Arabica,"coffeebythebag.com , inc",Colombia,,,trilladora picaleña,3-320-0025,"coffeebythebag.com , inc.",1800 mts,santander,Mrs. Galeano,7.5,7.42,7.58,7.5,7.58,7.58,10,10,10,7.67,82.83
572,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-1765,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,7.83,7.5,7.5,7.42,7.5,7.5,10,10,10,7.58,82.83
573,Arabica,edwin agasso,"Tanzania, United Republic Of",burka coffee estate,,rafiki (coffee) limited,033/DE/006/007,tcb,1400 meter above sea level,arusha,BURKA COFFEE ESTATE,7.67,7.5,7.33,7.25,7.58,7.75,10,10,10,7.75,82.83
574,Arabica,armando luis pohlenz martinez,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,7.5,82.83
575,Arabica,alfredo bojalil,Mexico,santa rosa,,,1104373099,ecomtrading,1250,veracruz,OLIVIA HERNANDEZ VIRUES,7.67,7.58,7.42,7.75,7.42,7.42,10,10,10,7.58,82.83
576,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,,beneficio ixchel,11/23/0934,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,7.67,7.67,7.33,7.5,7.33,7.92,10,10,10,7.42,82.83
577,Arabica,alfredo bojalil,Mexico,finca nueva linda,,agroindustrias unidas de mexico,2222,ecomtrading,1380,la concordia,OCTAVIO MOGUEL FARRERA,7.58,7.58,7.5,7.42,7.67,7.58,10,10,10,7.5,82.83
578,Arabica,the coffee source inc.,El Salvador,several farms,,la majada cooperative,9-29-1991,,1200 mts,santa ana,La Majada Cooperative,7.75,7.58,7.75,7.75,7.25,7.5,10,10,10,7.25,82.83
579,Arabica,juan luis alvarado romero,Guatemala,providencia,11-43367-27,beneficio 2000,11-43367-27,inmobiliaria e inversiones dos mil s.a.,1100,santa rosa,PLANTACIONES AGROPECUARIAS S.A,7.5,7.58,7.42,7.67,7.58,7.5,10,10,10,7.5,82.75
580,Arabica,juan luis alvarado romero,Guatemala,linda vista,11-973-276,linda vista,11-973-276,mercon guatemala s.a.,1800,santa rosa,PABLO ARTURO CHUY FLORES,7.58,7.67,7.5,7.58,7.5,7.42,10,10,10,7.5,82.75
581,Arabica,juan luis alvarado romero,Guatemala,las merceditas,11/23/0693,beneficio ixchel,11/23/0693,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,7.5,7.67,7.17,7.67,7.67,7.58,10,10,10,7.5,82.75
582,Arabica,juan luis alvarado romero,Guatemala,las delicias,11/23/0632,beneficio ixchel,11/23/0632,"unex guatemala, s.a.",4000,santa rosa,OTTO BECKER,7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,7.58,82.75
583,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,11/23/0690,beneficio ixchel,11/23/0690,"unex guatemala, s.a.",4000,oriente,JESUS RAMIREZ,7.42,7.58,7.42,7.67,7.5,7.5,10,10,10,7.67,82.75
584,Arabica,sanjava coffee,Indonesia,various,sran toraja,sapan toraja,,pt. shriya artha nusantara,1500,sapan toraja,vary farm,7.5,7.58,7.42,7.58,7.58,7.5,10,10,10,7.58,82.75
585,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,11/23/0369,beneficio ixchel,11/23/0369,"unex guatemala, s.a.",518,el progreso,JESUS RAMIREZ,7.58,7.58,7.33,7.58,7.33,7.67,10,10,10,7.67,82.75
586,Arabica,"lin, che-hao krude 林哲豪",Taiwan,大鋤花間 (hoe vs. flower coffee farm),2017台南市精品咖啡評鑑批次 Specialty Coffee Evaluation of Tainan 2017 lot.20161220,大鋤花間 (hoe vs. flower coffee farm),Taiwan,taiwan coffee laboratory,650,"台南市東山區( dongshan dist., tainan city)","林俊吉( Lin, Chun-Chi)",7.83,7.67,7.33,7.67,7.58,7.67,9.33,10,10,7.67,82.75
587,Arabica,consejo salvadoreño del café,El Salvador,la montaña,13,soc. coop. de caf. de ciudad barrios de r.l.,09-134-17,soc. coop. de caf. de ciudad barrios de r.l.,1250,cacahuatique,Soc. Coop. de Caf. de Ciudad Barrios de R.L.,7.67,7.67,7.17,7.33,7.58,7.67,10,10,10,7.67,82.75
588,Arabica,"ceca, s.a.",Costa Rica,gamboa,8866-2,beneficio montañas del diamante,5-025-0109,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,7.58,7.5,7.42,7.67,7.42,7.5,10,10,10,7.67,82.75
589,Arabica,bismarck castro,Honduras,los hicaques,103,cigrah s.a de c.v.,13-111-053,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,7.58,7.5,7.42,7.58,7.5,7.5,10,10,10,7.67,82.75
590,Arabica,ipanema coffees,Brazil,capoeirinha,260/15,dry mill,002/1660/0048,ipanema coffees,905,south of minas,Ipanema Agricola,7.5,7.5,7.58,7.5,7.58,7.58,10,10,10,7.5,82.75
591,Arabica,yunnan coffee exchange,China,man ganna estate,YNC-16057,"puwen lvyou coffee co.,ltd",,yunnan coffee exchange,1100,yunnan,"Puwen Lvyou Coffee Co.,Ltd",7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,7.58,82.75
592,Arabica,yunnan coffee exchange,China,pu'er lingdu yunlin coffee co.ltd,YNC-16014,pu'er lingdu yunlin coffee co.ltd mill,5300343627999,yunnan coffee exchange,1500,menglian,Pu'er Lingdu Yunlin Coffee Co.LTD,7.5,7.67,7.42,7.67,7.5,7.5,10,10,10,7.5,82.75
593,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0127,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,7.5,7.58,7.58,7.75,7.33,7.5,10,10,10,7.5,82.75
594,Arabica,afca,Malawi,msese,,mzuzu coffee coop union,C21,mzuzu coffee planters coop union,1442 m,mzuzu,Mzuzu Coffee Planters Coop Union,7.75,7.58,7.42,7.5,7.33,7.5,10,10,10,7.67,82.75
595,Arabica,juan luis alvarado romero,Guatemala,el morito,,el morito,11/972/34,"armajaro guatemala, s. a.",5000 ft.,jalapa,ROBERTO MONTERROSO,7.75,7.42,7.25,7.75,7.5,7.67,10,10,10,7.42,82.75
596,Arabica,coffee export,Colombia,,,trilladora mercedes,3-201-1817,coffee export,1.65,huila,,7.67,7.42,7.42,7.58,7.33,7.67,10,10,10,7.67,82.75
